"cardhldr","default","age","acadmos","adepcnt","majordrg","minordrg","ownrent","income","selfempl","incper","exp_inc","spending","logspend"
1,0,32,12,0,0,0,1,2083.3333333,0,25000,0.04746,98.875002,4.5938564
1,0,33.1666679,18,2,0,0,1,4166.6666667,0,16666.6660156,0.0987022,411.2591657,6.0192236
1,0,25.916666,10,0,0,0,1,2916.6666667,0,35000,0.0003429,1,0
1,0,26.583334,3,1,0,0,1,2333.3333333,0,25950,0.0306252,71.4588954,4.2691224
1,0,26.833334,12,0,0,0,0,2250,0,30000,0.1532223,344.7502591,5.8428203
1,0,23.25,9,0,0,0,0,1791.6666667,0,21500,0.0512056,91.7433294,4.5189948
1,1,21.083334,2,0,0,0,0,2333.3333333,0,28000,0.0504643,117.7500039,4.7685638
1,0,34.5833321,26,0,0,1,0,2500,0,30000,0.0400923,100.2308354,4.6074759
1,0,30.666666,60,0,0,0,1,2166.6666667,0,26000,0.0561304,121.6158383,4.8008672
1,0,22.083334,51,0,0,0,0,1841.6666667,0,22100,0.0570643,105.0933341,4.6548489
1,0,23.083334,9,0,0,0,0,2500,0,30000,0.0342787,85.6966618,4.4508139
1,0,41.3333321,130,4,0,0,1,2500,0,13000,0.0822971,205.7426982,5.3266264
1,0,35,14,1,0,0,0,1500,0,9000,0.0175311,26.2966678,3.2694422
1,0,55.5,350,0,0,0,1,1950,0,25740,0.0117902,22.9909084,3.1350989
1,0,38.0833321,57,0,1,0,1,1500,0,18000,0.0076878,11.5316666,2.4450969
1,0,23.166666,42,0,0,0,0,1958.3333333,0,23500,0.236383,462.9166617,6.137547
1,0,21.25,24,0,0,0,0,1583.3333333,0,19000,0.1235026,195.5458379,5.2757948
1,0,32.1666679,27,1,0,0,1,3333.3333333,0,26250,0.0243743,81.247619,4.3975015
1,0,36.5833321,70,1,1,0,1,3750,0,40000,0.0352634,132.2376542,4.8846007
1,0,46.8333321,228,2,0,0,1,2058.25,0,9633,0.0809807,166.6784404,5.1160664
1,0,27.166666,8,0,0,0,0,2500,0,30000,0.008725,21.812499,3.0824832
1,0,19.833334,38,0,0,0,0,1450,0,17400,0.0374195,54.2583315,3.9937566
1,0,40.8333321,195,4,1,0,1,4333.3333333,0,11800,0.0215568,93.4127122,4.5370274
1,0,39.9166679,108,2,0,0,1,5000,0,20000,0.1533287,766.6432858,6.6420216
1,0,45.0833321,144,3,0,0,1,3500,0,10500,0.017666,61.8308336,4.1244022
1,0,35.9166679,59,4,0,0,1,3500,0,8400,0.002619,9.1666668,2.2155737
1,0,47.5,12,2,0,0,1,4416.6666667,0,17666.6660156,0.0111368,49.1875007,3.8956395
1,0,42.9166679,180,2,0,0,0,3333.3333333,0,13333.3330078,0.0721333,240.4441684,5.4824879
1,0,35.3333321,132,3,0,1,1,5000,0,15000,0.0582555,291.2775055,5.6742764
1,0,42.75,186,4,0,0,1,3750,0,9240,0.0465602,174.6006589,5.1625014
0,0,24.833334,12,1,0,0,0,2916.6666667,0,17500,0.0003429,NA,NA
0,0,33.9166679,74,0,0,2,1,3333.3333333,0,65000,0.0001846,NA,NA
1,0,47.6666679,228,0,0,0,1,1683.3333333,0,20200,0.0435644,73.3333341,4.2950153
1,0,22.25,18,0,0,0,0,1550,0,18600,0.1062521,164.6908306,5.10407
1,0,23.75,17,0,0,0,0,1916.6666667,0,23000,0.1280013,245.3358298,5.502628
1,0,32.0833321,40,2,1,0,1,4166.6666667,0,26000,0.1484997,618.7489256,6.4276996
1,0,40.3333321,12,2,0,0,1,3750,0,15000,0.0056002,21.0008339,3.0445621
1,1,20.333334,14,0,0,0,0,1500,0,18000,0.0367978,55.1966652,4.0109025
1,0,27.833334,22,0,0,0,0,1650,0,19800,0.1643894,271.2424882,5.6030132
1,0,22.75,240,0,1,0,0,2416.6666667,0,29000,0.0749841,181.2116733,5.1996658
1,0,45.8333321,187,2,0,0,1,2875,0,11500,0.116542,335.0583259,5.8143046
1,0,43,18,2,0,0,0,2333.3333333,0,11416.6669922,0.2011606,469.3746865,6.1514014
1,0,40.5833321,4,0,0,0,0,2086.8333333,0,25042,0.1082238,225.8449936,5.4198489
1,0,22.333334,24,0,0,0,0,1250,0,15000,0.0247273,30.9091667,3.4310528
1,1,48.25,144,3,0,1,1,4166.6666667,1,16250,0.0067077,27.9487188,3.3303714
0,0,37.5833321,99,0,3,0,0,2375,0,28500,0.0004211,NA,NA
1,0,19.75,3,0,0,0,0,1419.5,0,21834,0.005496,7.8015937,2.054328
0,0,25.833334,36,0,4,0,0,1375,0,16500,0.0007273,NA,NA
1,0,21.583334,17,0,0,0,0,1250,0,15000,0.291214,364.0175238,5.897202
1,0,22.916666,16,0,0,0,0,1333.3333333,0,16000,0.0185244,24.6991664,3.2067695
1,0,34.0833321,98,0,0,0,0,1833.3333333,0,22000,0.0527409,96.6916668,4.5715272
1,0,45.75,106,0,0,1,1,1916.6666667,0,32300,0.0741687,142.1567407,4.9569303
1,0,24,24,1,0,0,0,1464.9166667,0,8789.5,0.0085614,12.5416663,2.5290564
1,0,27.666666,60,0,0,0,0,1250,0,15000,0.113894,142.3675008,4.9584117
1,0,32.5833321,63,2,0,0,1,4083.3333333,0,16333.3330078,0.061238,250.0549924,5.5216809
0,0,24.416666,37,1,0,0,0,2041.6666667,0,12250,0.0004898,NA,NA
0,0,19.666666,42,0,0,0,0,1000,0,15000,8e-04,NA,NA
0,0,30,29,0,0,0,0,1430,0,17160,0.0006993,NA,NA
1,0,29.333334,24,0,0,0,0,2166.6666667,0,26000,0.0351146,76.0816683,4.3318073
1,0,33.6666679,13,0,0,0,1,1471.3333333,0,27656,0.5785255,851.2038282,6.7466516
1,0,25.916666,15,0,0,0,0,1983.3333333,0,23800,0.043342,85.9616663,4.4539015
1,0,29.666666,24,0,0,4,0,2583.3333333,0,34600,0.0532578,137.5826613,4.9242249
1,0,25.666666,13,0,0,0,0,2000,0,24000,0.0386392,77.2783309,4.3474136
1,0,34.1666679,12,1,0,0,0,3583.3333333,0,21500,0.0249386,89.3633305,4.4927104
0,0,28.333334,62,0,2,5,0,2666.6666667,0,32000,0.000375,NA,NA
1,0,63.5,42,0,0,0,1,2700,0,64532,0.000186,0.5020765,-0.6890028
0,0,40.8333321,12,0,1,0,1,2383.3333333,0,28600,0.0004196,NA,NA
0,0,26.833334,4,0,0,0,1,2833.3333333,0,34000,0.0003529,NA,NA
1,0,27.75,16,0,0,0,0,5000,0,60000,0.0418728,209.3641646,5.3440752
0,0,22.333334,30,0,0,0,0,1499.3333333,0,17992,0.000667,NA,NA
1,0,40.25,168,0,0,1,1,2166.6666667,0,54000,0.0308556,66.8537027,4.2025067
0,0,53.9166679,68,1,3,0,1,1872,0,15232,0.0003939,NA,NA
1,0,43.75,168,4,0,0,1,3733.3333333,0,12960,0.0156968,58.6012383,4.0707558
1,0,21.916666,18,1,1,0,0,2500,0,15000,0.0047017,11.7541675,2.4642079
1,0,24.583334,12,1,1,2,1,2083.3333333,0,17500,0.0878343,182.9880911,5.2094211
1,0,26.333334,9,0,0,0,1,2583.3333333,0,31000,0.0073694,19.0375012,2.9464108
1,0,33.1666679,28,0,0,0,0,3250,0,39000,0.0354431,115.1900059,4.746583
1,0,37.25,54,4,2,0,1,3041.6666667,0,7300,0.1774573,539.7658267,6.2911354
1,0,29.5,14,0,0,1,0,2166.6666667,0,26000,0.0685473,148.5191683,5.000714
1,0,38.1666679,95,2,0,1,1,2833.3333333,0,11333.3330078,0.024055,68.1558345,4.2217968
1,0,41.3333321,120,1,1,1,1,3000,1,18000,0.0857217,257.1649924,5.5497179
1,0,52.25,270,0,0,0,1,1983.3333333,0,32200,0.044,87.2666662,4.4689686
1,1,24.916666,90,0,0,0,0,1373.5,0,16482,0.0896809,123.1766686,4.8136197
1,1,20.166666,24,1,0,0,0,1100,0,6600,0.1041106,114.5216666,4.740764
1,0,24.083334,11,0,0,0,0,953.3333333,0,20800,0.040275,38.3955,3.6479403
1,0,42.8333321,180,3,0,0,1,4166.6666667,0,15500,0.066889,278.704303,5.6301514
1,1,30.416666,144,1,0,0,1,1600,0,9600,0.0650479,104.0766716,4.6451279
1,0,28.25,288,0,0,0,0,2291.6666667,0,30500,0.2861315,655.7179553,6.4857308
1,1,21.583334,65,0,0,0,1,1750,0,21000,0.0109952,19.2416667,2.9570781
0,0,35.0833321,30,4,2,3,0,1950,0,4680,0.0005128,NA,NA
1,0,21.25,6,0,0,0,0,1458.3333333,0,17500,0.1932389,281.8066844,5.6412213
0,0,22.333334,3,0,0,0,0,1500,0,18000,0.0006667,NA,NA
0,0,40,74,0,4,0,0,2375,0,28500,0.0004211,NA,NA
0,0,21.25,120,1,0,1,0,1416.6666667,0,8500,0.0007059,NA,NA
1,0,22.916666,12,0,0,0,0,1666.6666667,0,21500,0.0099563,16.5937981,2.809029
1,0,47.1666679,72,0,0,2,1,1666.6666667,0,20000,0.193762,322.936674,5.7774562
1,0,25.5,48,0,0,0,0,1666.6666667,0,20000,0.020699,34.4983333,3.540911
1,0,57.75,32,0,0,0,1,2750,0,42600,0.0103979,28.5941889,3.3532035
0,0,23,7,0,0,0,0,2083.3333333,0,25000,0.00048,NA,NA
0,0,23.833334,6,4,0,1,0,1733.3333333,1,15760,0.0001523,NA,NA
0,0,32.9166679,17,0,0,0,0,1583.3333333,0,19000,0.0006316,NA,NA
1,0,43,188,3,0,0,1,4166.6666667,0,12500,0.102854,428.5583583,6.0604269
1,0,21.916666,24,0,0,0,0,1666.6666667,0,20000,0.084791,141.3183287,4.951015
1,1,48.6666679,48,0,0,1,0,2083.3333333,1,25000,0.1078484,224.6841633,5.4146957
1,0,49.8333321,75,0,0,0,1,2250,0,27000,0.0859656,193.4225075,5.264877
0,0,26.833334,12,0,2,0,0,2166.6666667,0,26000,0.0004615,NA,NA
1,0,30.25,16,0,0,0,0,2389.9166667,1,28679,0.0447645,106.9833359,4.6726731
0,0,25.583334,38,1,3,0,1,1541.6666667,0,11750,0.0005106,NA,NA
1,0,41.9166679,132,1,0,0,0,2500,0,15000,0.0078333,19.5833342,2.9746789
1,0,51.6666679,119,2,0,0,0,2000,0,9500,0.031567,63.134037,4.14526
0,0,40,24,1,4,0,0,3000,0,23000,0.0002609,NA,NA
0,0,18.416666,72,0,0,0,1,1416.6666667,0,17000,0.0007059,NA,NA
1,0,43.5,87,2,0,0,1,2500,0,10333.3330078,0.0418726,104.681449,4.6509219
1,0,38.25,130,0,0,0,1,2500,0,33000,0.0924267,231.0666628,5.4427063
1,0,41.3333321,174,3,0,0,1,3500,0,10500,0.0497883,174.2591672,5.1605437
1,0,35.5,36,1,0,0,1,1250,0,7500,0.0277893,34.7366673,3.5477958
1,0,35.8333321,56,0,0,0,1,1516.6666667,0,24200,0.0594835,90.2165996,4.5022134
1,0,23.75,281,0,0,0,0,1500,0,18000,0.0705956,105.8933325,4.6624323
1,0,22.583334,204,0,0,0,1,2500,0,30000,0.024591,61.4775019,4.1186713
1,0,28.166666,24,3,0,1,0,2750,0,12000,0.036891,101.4503688,4.6195697
1,0,41.0833321,48,0,0,0,1,1916.6666667,0,28000,0.0371629,71.2288059,4.2658973
1,0,44.75,12,3,0,0,0,1750,1,6500,0.0074615,13.0576924,2.5693774
1,0,27,6,1,0,0,0,2500,0,15000,0.0986963,246.7408404,5.5083386
1,0,35.5,122,3,0,0,1,3008.3333333,0,13575,0.0193976,58.3544623,4.0665358
1,0,23.75,30,0,0,0,0,1500,0,18000,0.0006667,1,0
1,0,35.0833321,113,1,0,0,1,3666.6666667,0,22000,0.0157082,57.5966674,4.0534647
1,0,35.1666679,62,2,0,0,1,1833.3333333,0,17333.3339844,0.0108694,19.9272754,2.9920894
1,0,34.0833321,62,1,0,0,1,3333.3333333,0,23000,0.0045091,15.030435,2.7100771
0,0,23.583334,24,1,5,2,1,2083.3333333,0,17375,0.0003453,NA,NA
1,0,61.75,183,0,2,0,1,2166.6666667,0,26000,0.2694312,583.7675432,6.3695029
1,0,40.75,41,1,0,0,0,1833.3333333,0,18200,0.0311379,57.0861713,4.0445619
1,0,29.25,27,0,0,0,1,2916.6666667,0,35000,0.0332569,96.9991709,4.5747024
1,0,24.416666,33,0,0,1,0,2416.6666667,0,29000,0.0454834,109.9183317,4.6997377
1,0,41.25,42,0,0,0,0,1583.3333333,0,19000,0.0214211,33.9166665,3.5239065
1,0,58.4166679,228,5,0,1,1,2291.6666667,0,4583.3334961,0.5733134,1313.8432428,7.1807119
1,0,24.75,10,0,0,0,0,1958.3333333,0,26000,0.0147742,28.9328695,3.3649783
1,0,34.5,72,0,0,0,0,4041.6666667,0,50000,0.0828622,334.901385,5.8138361
1,0,20.833334,60,0,0,0,1,1833.3333333,0,22000,0.2093568,383.8208268,5.9501758
1,0,25.583334,84,0,0,0,0,1916.6666667,0,23000,0.0979339,187.7066623,5.2348804
1,0,30.25,24,0,0,0,0,2500,0,30000,0.0036197,9.0491661,2.2026726
1,0,29.5,31,0,0,0,1,3083.3333333,0,37000,0.0866235,267.0891626,5.5875825
0,0,41.9166679,40,3,1,1,0,3416.6666667,0,10250,0.0002927,NA,NA
1,0,23.083334,2,0,0,0,0,2291.6666667,0,27500,0.3017116,691.4225283,6.5387511
1,0,47.6666679,26,0,0,0,0,2333.3333333,0,31000,0.0695903,162.3774196,5.0899234
1,0,28,48,0,0,0,0,2333.3333333,0,28000,0.2112211,492.8491612,6.2002032
1,0,23.833334,18,0,0,0,0,1250,0,29000,0.110561,138.2012945,4.9287113
1,1,19.416666,3,0,0,0,0,1666.6666667,0,20000,0.039921,66.535001,4.1977281
1,0,53.5833321,120,3,1,0,1,8333.25,0,24999.75,0.0998702,832.2433231,6.7241249
0,0,20.75,14,0,0,0,0,1625,0,19500,0.0006154,NA,NA
1,0,41.6666679,30,1,0,0,1,2833.3333333,0,17000,0.101915,288.759172,5.665593
1,0,21.416666,6,0,0,0,0,1666.6666667,0,20000,0.0472725,78.7874932,4.3667543
1,0,60.3333321,229,1,0,0,1,8333.25,0,64999.5,0.0613275,511.0577797,6.2364827
1,0,22.166666,99,0,0,0,0,1666.6666667,0,20000,0.230098,383.4966818,5.949331
1,1,28.75,30,0,0,1,0,1100,0,33200,0.1992666,219.1932246,5.3899536
1,0,24.083334,36,0,0,0,0,1555,0,36420,0.073408,114.1494634,4.7375087
1,0,44.25,181,2,0,0,1,2083.3333333,0,9062.3330078,0.0158653,33.0527158,3.4981037
0,0,31.666666,12,0,0,0,0,1916.6666667,0,23000,0.0005217,NA,NA
0,0,31.333334,39,0,0,1,0,2000,0,24000,5e-04,NA,NA
1,0,21.416666,128,0,0,0,0,1583.3333333,0,25800,0.1195969,189.361756,5.2436592
1,0,34.8333321,12,0,2,0,1,5416.6666667,0,65000,0.1407468,762.3783499,6.636443
0,0,22.166666,6,1,0,0,0,1900,0,11400,0.0005263,NA,NA
1,0,32.1666679,51,0,0,0,1,2358.3333333,0,38050,0.0084363,19.8955325,2.9904952
1,0,42.0833321,42,0,0,0,0,3333.3333333,0,40000,0.2435175,811.7249608,6.6991616
1,0,2.6666667,96,1,1,0,0,1750,0,10500,0.0533043,93.2824984,4.5356325
1,1,23.166666,68,0,0,1,1,2125,0,25500,0.1083757,230.2983273,5.4393755
1,0,29.916666,6,3,0,0,1,4166.6666667,0,12500,0.0750084,312.5349991,5.7447165
1,1,23.916666,11,0,0,0,0,1416.6666667,0,17000,0.0165882,23.5,3.1570004
1,0,48.5833321,134,2,0,2,1,8333.25,0,37333,0.0507736,423.1089324,6.0476297
1,1,21.75,87,0,0,0,1,1966.6666667,0,34600,0.2216353,435.8826627,6.0773731
1,0,34.75,5,3,0,0,0,2083.3333333,0,6250,0.1052012,219.1691659,5.3898439
1,1,22.083334,15,0,0,0,0,1833.3333333,0,22000,0.1979032,362.8225078,5.8939138
1,0,31.583334,24,0,0,0,1,3750,0,50000,0.093295,349.8562519,5.8575224
1,1,34.4166679,60,1,0,0,0,2916.6666667,0,19000,0.1841647,537.147137,6.2862721
1,0,24,2,1,0,0,0,1391.6666667,0,8350,0.1519323,211.4391785,5.3539374
1,0,31.833334,12,0,0,0,0,3500,0,42000,0.1660098,581.0341388,6.3648095
1,0,29.583334,12,0,0,0,1,2708.3333333,0,32500,0.0611145,165.5183298,5.1090819
1,0,26.25,29,0,1,0,0,4416.6666667,0,53000,0.2303219,1017.2549884,6.9248631
0,0,23.333334,24,0,2,0,0,2750,0,35000,0.0003429,NA,NA
1,0,34.8333321,41,1,0,1,0,2000,0,12000,0.1361871,272.3741531,5.6071767
0,0,27.5,50,0,1,0,0,1638.4166667,0,19661,0.0006103,NA,NA
1,0,40.75,67,1,0,0,0,1625,0,10750,0.1270335,206.4294163,5.3299585
1,0,26.333334,10,0,0,0,0,2000,0,24000,0.1021192,204.2383254,5.3192876
1,0,26.166666,6,0,1,0,0,1608.3333333,0,19300,0.0710207,114.2249952,4.7381701
1,0,22,3,0,0,0,0,2200,0,26400,0.084153,185.1366743,5.2210943
1,0,28.583334,24,0,2,0,0,3333.3333333,0,76000,0.0755618,251.8728127,5.5289242
1,0,26,3,0,0,0,0,1708.3333333,0,20500,0.1346927,230.1000015,5.438514
0,0,37.25,24,0,1,0,0,2666.6666667,0,32000,0.000375,NA,NA
1,0,25.166666,75,0,0,0,0,2416.6666667,0,39000,0.2153718,520.4818199,6.254755
1,0,25.083334,1,0,0,0,0,5250,0,63000,0.1384838,727.0399891,6.5889815
0,0,19.583334,2,0,0,0,0,1541.6666667,0,25500,0.0004706,NA,NA
1,0,54.75,48,4,1,6,1,8333.25,1,19999.8007813,0.1683697,1403.0666412,7.2464156
1,0,38.5833321,120,0,2,1,0,3333.3333333,0,40000,0.1139598,379.8658401,5.9398181
1,0,67.1666641,120,0,0,1,0,1250,0,46250,0.0428761,53.5951369,3.9814583
1,0,24.916666,4,0,0,0,0,2250,0,27000,0.1527248,343.6308391,5.8395679
0,0,27.333334,32,0,1,0,0,2000,0,24000,5e-04,NA,NA
0,0,25.333334,1,0,0,3,0,2250,0,27000,0.0004444,NA,NA
1,0,22.416666,3,0,0,0,0,2583.3333333,0,31000,0.2400213,620.0549565,6.4298081
1,0,27.666666,12,0,0,0,0,5833.3333333,0,70000,0.03781,220.5583205,5.3961622
0,0,53.25,120,0,11,1,0,2083.3333333,0,40500,0.0002963,NA,NA
1,1,20.75,24,0,0,1,0,1750,0,21000,0.2953876,516.928345,6.2479043
1,0,20.583334,2,0,0,0,0,1333.3333333,0,16000,0.100885,134.5133285,4.9016633
0,0,27.083334,60,0,0,0,1,2916.6666667,0,35000,0.0003429,NA,NA
1,0,31.75,15,0,0,0,0,5083.3333333,0,61000,0.0680123,345.7291772,5.8456557
1,0,41.0833321,150,1,0,1,1,3125,0,18750,0.1102029,344.3841822,5.8417578
1,0,37.9166679,172,1,0,0,0,2625,0,27250,0.0129028,33.8697253,3.5225216
0,0,36.8333321,97,2,4,1,0,2083.3333333,0,8333.3330078,0.00048,NA,NA
1,0,41.0833321,89,0,0,0,1,3458.3333333,0,41500,0.0778687,269.2958436,5.5958106
1,0,53,125,0,0,0,1,3806.9166667,0,45683,0.0223904,85.238334,4.4454513
1,0,28.5,7,0,0,0,0,4333.3333333,0,52000,0.1192908,516.9266661,6.247901
1,0,31.583334,35,0,3,0,0,5833.3333333,0,70000,0.1169151,682.0050068,6.525037
1,0,43,60,0,1,0,1,2500,1,30000,0.2818097,704.5241445,6.5575226
1,0,26.25,27,0,0,0,0,1500,0,23200,0.0852392,127.8588362,4.8509268
1,0,36.5,60,2,0,0,0,2500,0,10000,0.017,42.5000023,3.7495041
1,0,63.5833321,111,0,0,0,0,2500,0,33000,0.0178936,44.7340915,3.8007359
0,0,35.3333321,4,0,2,0,1,2333.3333333,0,28000,0.0004286,NA,NA
0,0,31,42,0,0,0,0,2925.3333333,0,40104,0.0002992,NA,NA
1,0,32.3333321,300,1,2,1,1,3083.3333333,0,18500,0.1959908,604.3050153,6.4040791
0,0,21.25,150,0,0,0,0,1500,0,23000,0.0005217,NA,NA
1,1,25.083334,114,0,0,2,0,1500,0,20000,0.333868,500.8019954,6.2162108
1,0,36.1666679,36,4,0,0,1,2500,0,6000,0.055371,138.4275034,4.9303467
1,0,40.1666679,151,0,0,0,0,1560,0,26400,0.0118822,18.5362275,2.9197271
0,0,41.6666679,132,0,2,0,0,1732,0,20784,0.0005774,NA,NA
0,0,35.5833321,84,2,6,0,0,1500,0,7666.6665039,0.0005217,NA,NA
0,0,24.083334,7,2,2,0,0,1083.3333333,0,5000,8e-04,NA,NA
0,0,26.833334,192,0,4,0,0,1833.3333333,0,25800,0.0004651,NA,NA
1,0,29.083334,50,0,0,1,0,3816.6666667,0,45800,0.0128686,49.1150001,3.8941645
1,1,33.75,12,3,0,0,1,1500,0,4500,0.1306339,195.9508359,5.2778638
1,0,58.75,0,1,0,0,1,1333.3333333,0,8000,0.0241319,32.1758315,3.4712156
1,0,59.5,240,0,0,0,1,3833.3333333,0,46000,0.0325778,124.8816581,4.8273666
1,0,32.1666679,51,0,1,2,0,2166.6666667,1,31000,0.1816103,393.4890181,5.9750532
1,0,55.5,257,0,0,0,1,1718.75,0,50000,0.0132362,22.7497179,3.1245527
1,0,23.25,16,0,0,0,0,1541.6666667,0,18500,0.0913351,140.8083296,4.9473996
0,0,38,42,2,4,0,0,1237.0833333,0,5698.3334961,0.000702,NA,NA
1,1,43.4166679,192,1,0,0,0,1416.6666667,0,9500,0.1182805,167.5640841,5.1213659
1,0,28.25,2,0,0,0,0,5000,0,60000,0.1844743,922.3716706,6.8269483
1,0,22.416666,3,0,0,0,0,2083.3333333,0,25000,0.088346,184.0541605,5.2152301
1,0,23.5,24,0,0,0,0,2166.6666667,0,26000,0.0839912,181.9808359,5.2039014
1,0,25.416666,18,0,0,0,0,2383.3333333,0,28600,0.2467245,588.026657,6.3767723
0,0,30.833334,28,2,0,0,1,1886.6666667,0,7546.6665039,0.00053,NA,NA
1,0,21.916666,6,0,0,0,1,1882.75,0,22593,0.0649892,122.3583354,4.8069539
1,0,39.0833321,126,3,0,0,1,1916.6666667,0,15950,0.0417776,80.0737112,4.3829476
1,0,40.8333321,12,0,0,1,0,1916.6666667,0,25000,0.00264,5.0600002,1.6213665
1,0,38.6666679,97,1,0,0,1,1335,0,8010,0.0489732,65.3791659,4.1802036
1,0,19,4,0,0,0,0,1291.6666667,0,15500,0.0639432,82.5933286,4.4139289
1,0,27.666666,36,0,0,0,0,2625,0,31500,0.0732787,192.3566731,5.2593513
1,0,47.25,183,1,0,0,1,4000,0,24000,0.0861554,344.6216583,5.8424472
1,0,24.083334,34,0,1,0,0,2500,0,30000,0.10173,254.3250099,5.538613
1,1,37.75,24,0,0,0,0,1666.6666667,0,20000,6e-04,1,0
1,0,26.416666,12,2,0,0,0,2916.6666667,0,11666.6669922,0.1319654,384.8991667,5.9529814
1,0,28.833334,30,0,0,0,1,2333.3333333,0,28000,0.1467821,342.4916714,5.8362473
0,0,34.75,48,1,0,0,1,1583.3333333,0,9500,0.0006316,NA,NA
1,0,36.9166679,14,2,0,0,1,2083.3333333,0,11053.3330078,0.0083981,17.4959792,2.8619711
1,0,26.083334,24,0,0,0,0,2333.3333333,0,28000,0.0106329,24.8099991,3.2112468
1,0,27.416666,26,0,0,0,1,3166.6666667,0,38000,0.0668076,211.5575112,5.3544969
1,0,25.166666,12,0,0,0,0,1708.3333333,0,20500,0.16156,275.9983316,5.6203948
1,0,31.5,26,0,0,0,1,2500,0,36000,0.0287494,71.8736136,4.2749092
1,0,31.166666,15,1,0,0,1,2333.3333333,0,25500,0.0261369,60.9860116,4.1106445
1,0,55.25,24,0,0,0,1,5583.3333333,0,67000,0.0280393,156.5525029,5.0533914
0,0,41.8333321,240,2,6,3,1,3000,0,12000,0.0003333,NA,NA
1,0,40.3333321,72,4,0,0,1,8333.25,0,19999.8007813,0.0156002,130,4.8675345
1,0,22.916666,7,0,0,0,0,2000,0,24000,0.0272767,54.5533337,3.9991788
1,0,37.5833321,123,3,0,1,1,2916.6666667,0,8750,0.0080737,23.5483341,3.1590551
1,0,31.083334,22,3,0,0,1,3333.3333333,0,10000,0.1399447,466.4824903,6.1452205
1,0,88.25,81,0,0,2,1,2083.3333333,0,25000,0.1679744,349.9466615,5.8577807
0,0,30.75,48,0,1,0,0,2250,0,27000,0.0004444,NA,NA
1,0,66,12,0,0,0,1,833.3333333,0,36352,0.0380339,31.694953,3.4561575
1,0,50.1666679,144,4,0,0,1,5333.3333333,0,15200,0.0364128,194.2014098,5.2688958
1,0,24.583334,86,0,0,0,0,1400,0,16800,0.1651893,231.2650144,5.4435643
1,0,29.25,36,0,0,1,0,3750,0,45000,0.008582,32.1824988,3.4714228
0,0,20.833334,8,0,0,0,0,1150,0,13800,0.0008696,NA,NA
1,0,23.75,6,1,0,0,1,916.5,0,7839,0.0007654,0.7014925,-0.354545
1,0,34.6666679,54,1,0,0,0,1395,0,14220,0.0109606,15.2900635,2.7272032
1,0,37.9166679,156,1,0,0,1,1250,0,13750,0.0024,3,1.0986123
0,0,19.416666,18,1,0,0,1,3750,1,22500,0.0002667,NA,NA
0,0,26.416666,22,2,7,1,1,2333.3333333,0,9333.3330078,0.0004286,NA,NA
0,0,37.4166679,204,4,3,2,1,4166.6666667,0,10000,0.00024,NA,NA
0,0,33.5833321,84,1,1,0,0,2000,0,12000,5e-04,NA,NA
0,0,30,25,1,0,0,0,1274,0,7644,0.0007849,NA,NA
1,0,34.25,20,0,0,0,0,1666.6666667,0,24000,0.0249117,41.5194438,3.7261618
1,0,25.166666,4,0,0,0,0,1213.3333333,0,18720,0.0153472,18.621297,2.9243059
1,0,0.5833333,12,0,0,0,1,1916.6666667,0,23900,0.0689155,132.0880012,4.8834684
0,0,26,12,1,0,0,0,1666.6666667,0,10000,6e-04,NA,NA
1,0,19.25,42,0,0,0,0,1300,0,18000,0.1004128,130.5366121,4.8716537
1,0,45.5,24,2,0,0,1,3125,0,17353.3339844,0.0189896,59.3425822,4.0833271
1,0,24.416666,12,1,0,0,0,1666.6666667,0,10000,0.04241,70.6833353,4.2582098
1,0,28.416666,20,1,0,0,1,1816.6666667,0,10900,0.0523867,95.1691669,4.555656
1,0,49.0833321,42,0,0,0,1,916.6666667,0,18680,0.0035332,3.238758,1.1751899
1,0,37.5833321,93,1,0,0,1,2468.5833333,1,14811.5,0.002228,5.5000001,1.7047481
0,0,36.5,3,0,4,1,0,2083.3333333,0,26500,0.0004528,NA,NA
1,1,39.25,24,5,2,3,0,3103.3333333,0,6206.6665039,0.0617822,191.7308297,5.2560925
0,0,31.416666,24,2,1,0,0,1000,0,8400,0.0004762,NA,NA
1,0,32.25,74,2,0,0,0,1666.6666667,0,6666.6665039,0.0033,5.5,1.7047481
1,1,54.6666679,96,1,0,1,1,2416.6666667,0,14500,0.0144138,34.8333322,3.5505748
1,1,24,75,0,0,0,0,1750,0,21000,0.0509719,89.2008301,4.4908903
1,0,39.3333321,75,3,0,0,0,4166.6666667,0,13750,0.0266998,111.2492445,4.7117731
1,0,27.75,9,0,1,2,0,1833.3333333,0,27000,0.0936211,171.6387061,5.1453917
1,0,26.666666,18,0,0,0,0,1333.3333333,0,16000,0.020625,27.5000011,3.314186
1,0,27.333334,100,2,0,0,1,1646.6666667,0,6586.6665039,0.1061488,174.791669,5.1635948
1,1,21.666666,18,0,0,0,1,1500,0,21600,0.1106287,165.9430526,5.1116447
1,0,22.916666,12,0,0,0,0,1300,0,17100,0.1211784,157.5318664,5.0596278
1,0,26.166666,18,2,0,0,0,2000,0,13333.3330078,0.0012,2.4000001,0.8754688
0,0,23.416666,6,2,5,3,1,3333.3333333,0,17400,0.0002299,NA,NA
0,0,50.6666679,180,1,2,0,1,1666.6666667,0,10000,6e-04,NA,NA
