"t","age","educ","marr","black","hisp","nodegree","re74","re75","re78","age2","educ2","re742","re752","blacku74"
0,23,12,1,0,0,0,1.0776,0.716129,1.69939,529,144,1.16121,0.771698,0
0,32,17,0,0,0,0,1.0776,0.716129,0,1024,289,1.16121,0.771698,0
0,27,12,1,1,0,0,1.0776,0.895161,0.753641,729,144,1.16121,0.964623,0
0,24,12,0,1,0,0,1.0776,0.930968,0.827527,576,144,1.16121,1.00321,0
0,34,12,1,0,0,0,1.0776,1.16371,1.41862,1156,144,1.16121,1.25401,0
0,29,12,1,0,0,0,1.0776,1.25323,2.58602,841,144,1.16121,1.35047,0
0,28,14,1,0,0,0,1.0776,1.34274,0,784,196,1.16121,1.44693,0
0,18,12,0,0,0,0,1.0776,1.43226,2.1427,324,144,1.16121,1.5434,0
0,20,12,0,1,0,0,1.0776,1.63725,2.95545,400,144,1.16121,1.7643,0
0,25,13,1,0,0,0,1.0776,1.67395,1.89666,625,169,1.16121,1.80384,0
0,23,12,1,1,0,0,1.0776,2.04813,2.9392,529,144,1.16121,2.20706,0
0,26,17,1,0,0,0,1.0776,2.91823,3.54654,676,289,1.16121,3.14467,0
0,24,12,0,0,0,0,1.08739,1.57548,2.01325,576,144,1.18242,1.71317,0
0,23,12,1,0,0,0,1.09719,1.02048,3.10323,529,144,1.20382,1.11966,0
0,23,16,0,0,0,0,1.09719,1.87984,2.09246,529,256,1.20382,2.06254,0
0,26,12,1,1,0,0,1.11678,0.107419,0.886636,676,144,1.2472,0.119964,0
0,46,12,1,0,0,0,1.11678,0.716129,1.77327,2116,144,1.2472,0.79976,0
0,23,12,1,1,0,0,1.11678,0.781297,1.47773,529,144,1.2472,0.872538,0
0,41,12,1,0,0,0,1.11678,1.07419,1.24129,1681,144,1.2472,1.19964,0
0,19,12,1,0,0,0,1.12011,1.41435,2.43382,361,144,1.25465,1.58424,0
0,29,12,1,0,0,0,1.12599,0.904113,2.65991,841,144,1.26785,1.01802,0
0,24,12,0,1,0,0,1.12854,1.30694,1.03441,576,144,1.2736,1.47493,0
0,23,12,0,1,0,0,1.13285,0.268548,2.92161,529,144,1.28334,0.304225,0
0,22,12,1,0,0,0,1.13637,0.465484,1.32995,484,144,1.29135,0.528964,0
0,21,12,0,0,0,0,1.13637,0.966774,1.32995,441,144,1.29135,1.09862,0
0,27,12,1,0,0,0,1.13637,1.25323,0.413763,729,144,1.29135,1.42413,0
0,37,12,1,0,0,0,1.14304,1.13721,0.886636,1369,144,1.30653,1.29988,0
0,44,12,1,0,0,0,1.15597,0.734032,2.77813,1936,144,1.33626,0.848517,0
0,38,16,1,0,0,0,1.15597,0.787742,1.77327,1444,256,1.33626,0.910604,0
0,34,12,1,0,0,0,1.17556,0,1.18218,1156,144,1.38194,0,0
0,49,12,0,0,0,0,1.17556,0,0,2401,144,1.38194,0,0
0,23,12,1,0,0,0,1.17556,0,1.77327,529,144,1.38194,0,0
0,28,14,1,1,0,0,1.17556,0,2.5875,784,196,1.38194,0,0
0,43,12,1,0,0,0,1.17556,0,0.0295545,1849,144,1.38194,0,0
0,28,16,0,0,0,0,1.17556,0.644516,0,784,256,1.38194,0.757667,0
0,29,12,1,1,0,0,1.17556,0.984677,2.06882,841,144,1.38194,1.15755,0
0,53,12,1,0,0,0,1.17556,0.989332,0.517204,2809,144,1.38194,1.16302,0
0,21,12,1,0,0,0,1.17556,1.02048,1.25607,441,144,1.38194,1.19964,0
0,24,13,1,1,0,0,1.17556,1.07419,3.10973,576,169,1.38194,1.26278,0
0,21,12,1,0,0,0,1.17556,1.07419,0.664977,441,144,1.38194,1.26278,0
0,24,12,1,0,0,0,1.17556,1.10749,1.37429,576,144,1.38194,1.30193,0
0,21,12,0,0,0,0,1.17556,1.16371,1.00485,441,144,1.38194,1.36801,0
0,23,14,1,0,0,0,1.17556,1.16371,2.51214,529,196,1.38194,1.36801,0
0,28,12,1,0,0,0,1.17556,1.25323,0,784,144,1.38194,1.47324,0
0,28,12,1,0,0,0,1.17556,1.25323,0,784,144,1.38194,1.47324,0
0,25,17,1,0,0,0,1.17556,1.26218,2.89634,625,289,1.38194,1.48377,0
0,23,13,1,0,0,0,1.17556,1.34274,1.6255,529,169,1.38194,1.57847,0
0,30,12,1,0,0,0,1.17556,1.36351,2.65991,900,144,1.38194,1.60289,0
0,23,12,1,0,0,0,1.17556,1.37855,1.41862,529,144,1.38194,1.62057,0
0,26,12,1,0,0,0,1.17556,1.43226,2.06882,676,144,1.38194,1.68371,0
0,21,12,1,1,0,0,1.17556,1.43226,1.6255,441,144,1.38194,1.68371,0
0,26,12,1,0,0,0,1.17556,1.43226,1.77327,676,144,1.38194,1.68371,0
0,25,12,1,1,0,0,1.17556,1.43226,2.1427,625,144,1.38194,1.68371,0
0,22,12,1,0,0,0,1.17556,1.44658,1.81022,484,144,1.38194,1.70054,0
0,28,16,1,0,0,0,1.17556,1.52177,2.06882,784,256,1.38194,1.78894,0
0,22,13,1,1,0,0,1.17556,1.52177,0,484,169,1.38194,1.78894,0
0,24,16,1,0,0,0,1.17556,1.61129,3.10323,576,256,1.38194,1.89417,0
0,27,15,0,1,0,0,1.17556,1.67449,1.8442,729,225,1.38194,1.96846,0
0,19,12,0,0,0,0,1.17556,1.93355,1.6255,361,144,1.38194,2.273,0
0,38,14,1,0,0,0,1.17556,1.96935,0,1444,196,1.38194,2.31509,0
0,38,14,0,0,0,0,1.17556,2.14839,0.738863,1444,196,1.38194,2.52556,0
0,45,12,1,0,0,0,1.17713,1.12701,1.68224,2025,144,1.38563,1.32663,0
0,26,12,1,1,0,0,1.17752,1.41507,1.63422,676,144,1.38655,1.66627,0
0,31,16,1,0,0,0,1.1785,0.984677,0.539075,961,256,1.38886,1.16044,0
0,25,13,1,1,0,0,1.19319,1.38249,1.26567,625,169,1.42371,1.64957,0
0,25,14,1,0,0,0,1.19731,1.43226,1.47773,625,196,1.43355,1.71485,0
0,22,12,1,0,0,0,1.20514,1.60252,1.31518,484,144,1.45237,1.93127,0
0,36,12,1,0,0,0,1.21475,1.39645,1.32995,1296,144,1.47561,1.69633,0
0,27,12,1,0,0,0,1.21475,1.43226,2.01429,729,144,1.47561,1.73983,0
0,33,12,1,0,0,0,1.21475,1.61129,2.43825,1089,144,1.47561,1.95731,0
0,27,12,1,0,0,0,1.21475,2.32742,2.65991,729,144,1.47561,2.82722,0
0,30,12,1,1,0,0,1.22258,1.07419,1.89622,900,144,1.49471,1.31329,0
0,46,12,1,0,0,0,1.23434,1.16371,1.12307,2116,144,1.52359,1.43641,0
0,23,14,1,0,0,0,1.23434,1.25323,1.41862,529,196,1.52359,1.5469,0
0,25,16,1,0,0,0,1.23434,1.36065,2.1427,625,256,1.52359,1.6795,0
0,27,14,1,0,0,0,1.24198,1.6829,2.5179,729,196,1.54251,2.09013,0
0,49,16,1,0,0,0,1.2504,1.23532,1.25607,2401,256,1.56351,1.54465,0
0,22,12,1,0,0,0,1.25393,1.25323,1.43694,484,144,1.57234,1.57146,0
0,28,16,1,0,0,0,1.25726,2.14839,2.34959,784,256,1.58071,2.70108,0
0,24,12,1,1,0,0,1.26588,1.96935,1.92104,576,144,1.60246,2.49297,0
0,37,17,1,1,0,0,1.27352,0.130694,0.423664,1369,289,1.62186,0.166441,0
0,22,13,0,0,0,0,1.27352,1.25323,1.77327,484,169,1.62186,1.59601,0
0,23,17,0,0,0,0,1.27352,1.43226,2.80768,529,289,1.62186,1.82401,0
0,23,12,0,1,0,0,1.27352,1.43226,2.06882,529,144,1.62186,1.82401,0
0,26,12,1,0,0,0,1.27352,1.43226,1.4925,676,144,1.62186,1.82401,0
0,22,12,0,0,0,0,1.27352,1.61129,2.11315,484,144,1.62186,2.05202,0
0,31,14,1,0,0,0,1.27352,1.77242,2.98501,961,196,1.62186,2.25722,0
0,31,14,1,0,0,0,1.27352,1.77242,2.98501,961,196,1.62186,2.25722,0
0,54,12,1,0,0,0,1.27352,1.78943,1.93434,2916,144,1.62186,2.27888,0
0,25,16,1,1,0,0,1.27352,1.82613,1.05214,625,256,1.62186,2.32562,0
0,28,12,1,1,0,0,1.27352,1.96935,1.77327,784,144,1.62186,2.50802,0
0,19,13,1,0,0,0,1.27352,1.96935,2.88157,361,169,1.62186,2.50802,0
0,26,17,1,0,0,0,1.27352,2.50645,2.65991,676,289,1.62186,3.19202,0
0,28,12,1,0,0,0,1.28136,0.716129,1.6255,784,144,1.64188,0.917619,0
0,20,12,1,0,0,0,1.29312,0.236323,1.47773,400,144,1.67215,0.305593,0
0,26,12,1,0,0,0,1.29312,1.11,2.21659,676,144,1.67215,1.43536,0
0,25,17,1,0,0,0,1.29351,2.2379,3.69432,625,289,1.67316,2.89475,0
0,24,12,1,0,0,0,1.30291,1.39645,4.15714,576,144,1.69758,1.81945,0
0,22,12,1,0,0,0,1.31271,0.895161,1.35951,484,144,1.7232,1.17509,0
0,27,17,1,0,0,0,1.31271,1.07419,2.95545,729,289,1.7232,1.4101,0
0,26,12,1,0,0,0,1.31271,1.21742,1.26878,676,144,1.7232,1.59812,0
0,27,12,1,1,0,0,1.31271,1.23532,1.15263,729,144,1.7232,1.62162,0
0,19,12,1,0,0,0,1.31271,1.25323,2.43825,361,144,1.7232,1.64512,0
0,29,17,1,0,0,0,1.31271,1.96935,0,841,289,1.7232,2.58519,0
0,20,12,1,0,0,0,1.32446,0.877258,1.72894,400,144,1.75421,1.1619,0
0,25,12,1,0,0,0,1.32917,1.42026,1.47773,625,144,1.76668,1.88777,0
0,29,16,1,0,0,0,1.3323,0.537097,1.77327,841,256,1.77503,0.715575,0
0,23,14,0,0,0,0,1.3323,1.21742,1.47773,529,196,1.77503,1.62197,0
0,28,12,1,0,0,0,1.3323,1.25323,1.09352,784,144,1.77503,1.66967,0
0,30,14,1,0,0,0,1.3323,1.43226,1.47773,900,196,1.77503,1.9082,0
0,26,16,1,1,0,0,1.3323,1.96935,1.99345,676,256,1.77503,2.62377,0
0,24,12,1,0,1,0,1.34935,1.6471,2.10354,576,144,1.82074,2.22251,0
0,22,12,1,1,0,0,1.35189,1.34274,1.25607,484,144,1.82762,1.81524,0
0,27,12,1,0,0,0,1.35973,1.58336,1.32463,729,144,1.84887,2.15295,0
0,22,12,1,1,0,0,1.36659,1.79032,1.32995,484,144,1.86756,2.44663,0
0,42,13,1,0,0,0,1.37012,0,3.39877,1764,169,1.87722,0,0
0,22,12,1,1,0,0,1.37149,0,0.0664977,484,144,1.88098,0,0
0,47,12,1,0,0,0,1.37149,0,1.25607,2209,144,1.88098,0,0
0,26,12,1,0,0,0,1.37149,0.0716129,2.29048,676,144,1.88098,0.0982162,0
0,21,12,1,0,0,0,1.37149,0.322258,1.40384,441,144,1.88098,0.441973,0
0,25,16,0,0,0,0,1.37149,0.604234,0,625,256,1.88098,0.828699,0
0,25,12,1,1,0,0,1.37149,0.823548,1.77327,625,144,1.88098,1.12949,0
0,23,12,0,0,0,0,1.37149,1.07419,1.59594,529,144,1.88098,1.47324,0
0,33,12,0,1,0,0,1.37149,1.11,0.960522,1089,144,1.88098,1.52235,0
0,55,16,1,1,0,0,1.37149,1.19952,2.35313,3025,256,1.88098,1.64512,0
0,47,12,1,1,0,0,1.37149,1.24338,1.47773,2209,144,1.88098,1.70528,0
0,20,12,1,1,0,0,1.37149,1.25323,0.886636,400,144,1.88098,1.71878,0
0,26,12,1,1,0,0,1.37149,1.25323,1.18218,676,144,1.88098,1.71878,0
0,31,12,1,0,0,0,1.37149,1.25323,1.47773,961,144,1.88098,1.71878,0
0,30,12,1,0,0,0,1.37149,1.25323,0.256386,900,144,1.88098,1.71878,0
0,21,12,0,1,0,0,1.37149,1.33397,1.16519,441,144,1.88098,1.82952,0
0,28,17,1,0,0,0,1.37149,1.34274,0.68271,784,289,1.88098,1.84155,0
0,24,12,1,0,0,0,1.37149,1.34274,1.77327,576,144,1.88098,1.84155,0
0,28,12,1,0,0,0,1.37149,1.36065,1.92104,784,144,1.88098,1.86611,0
0,23,12,0,0,0,0,1.37149,1.43226,2.21659,529,144,1.88098,1.96432,0
0,35,12,0,0,0,0,1.37149,1.50387,2.65991,1225,144,1.88098,2.06254,0
0,27,14,1,0,0,0,1.37149,1.52177,1.34473,729,196,1.88098,2.08709,0
0,23,12,1,0,0,0,1.37149,1.57548,2.42052,529,144,1.88098,2.16076,0
0,24,12,1,1,0,0,1.37149,1.61129,1.6255,576,144,1.88098,2.20986,0
0,24,12,1,0,0,0,1.37149,1.61129,1.6255,576,144,1.88098,2.20986,0
0,39,12,1,1,0,0,1.37149,1.70081,1.46295,1521,144,1.88098,2.33263,0
0,33,12,1,0,0,0,1.37149,1.80823,2.60819,1089,144,1.88098,2.47996,0
0,45,14,1,0,0,0,1.37149,1.91027,3.01456,2025,196,1.88098,2.61992,0
0,45,14,1,0,0,0,1.37149,1.91027,3.01456,2025,196,1.88098,2.61992,0
0,27,12,1,1,0,0,1.37149,1.9425,2.58602,729,144,1.88098,2.66411,0
0,45,17,1,0,0,0,1.37149,2.30952,0.664977,2025,289,1.88098,3.16747,0
0,23,16,0,0,0,0,1.37149,2.56016,3.16233,529,256,1.88098,3.51123,0
0,26,17,1,0,0,0,1.37149,2.95403,2.95545,676,289,1.88098,4.05142,0
0,27,14,0,1,0,0,1.38128,1.70367,2.06882,729,196,1.90794,2.35325,0
0,21,14,1,0,0,0,1.38324,0.877795,0.0591091,441,196,1.91336,1.2142,0
0,20,12,1,0,0,0,1.3903,1.43226,1.96538,400,144,1.93292,1.99126,0
0,29,12,1,0,0,0,1.39108,0.716129,1.92104,841,144,1.9351,0.996192,0
0,22,12,1,0,1,0,1.39108,0.861145,1.6218,484,144,1.9351,1.19792,0
0,24,12,0,0,0,0,1.39108,1.34274,1.92104,576,144,1.9351,1.86786,0
0,27,12,1,0,0,0,1.39108,1.48597,1.50728,729,144,1.9351,2.0671,0
0,23,12,1,0,0,0,1.40636,1.11,1.47773,529,144,1.97785,1.56106,0
0,24,16,1,0,0,0,1.40675,2.47065,3.78298,576,256,1.97896,3.47559,0
0,23,16,0,0,0,0,1.41067,0.626613,0.295545,529,256,1.99,0.883945,0
0,33,14,1,0,0,0,1.41067,1.43226,1.77327,1089,196,1.99,2.02045,0
0,21,12,0,0,0,0,1.41067,1.79032,2.21659,441,144,1.99,2.52556,0
0,23,12,1,0,0,0,1.41067,2.34532,0,529,144,1.99,3.30848,0
0,20,12,1,1,0,0,1.43222,1.79032,1.47773,400,144,2.05127,2.56414,0
0,24,12,1,0,0,0,1.43732,1.96935,0.738863,576,144,2.06588,2.83059,0
0,29,12,1,1,0,0,1.43928,1.53968,1.47773,841,144,2.07152,2.21602,0
0,34,12,1,0,0,0,1.44986,1.43226,1.00485,1156,144,2.10209,2.07657,0
0,44,12,1,0,0,0,1.44986,1.44246,1.45792,1936,144,2.10209,2.09137,0
0,23,12,1,0,0,0,1.44986,1.93355,1.92104,529,144,2.10209,2.80337,0
0,26,14,1,1,0,0,1.45064,1.71871,2.16782,676,196,2.10436,2.49323,0
0,51,12,1,0,0,0,1.45338,1.9246,1.77327,2601,144,2.11233,2.79718,0
0,41,12,1,0,0,0,1.46847,2.32742,2.65991,1681,144,2.15641,3.41775,0
0,37,13,1,0,0,0,1.46945,0.895161,1.77327,1369,169,2.15928,1.31539,0
0,26,16,1,0,0,0,1.46945,1.16371,2.06882,676,256,2.15928,1.71001,0
0,24,12,1,1,0,0,1.46945,1.18161,1.18218,576,144,2.15928,1.73632,0
0,22,14,1,1,0,0,1.46945,1.25323,2.13975,484,196,2.15928,1.84155,0
0,27,12,1,1,0,0,1.46945,1.34274,1.40798,729,144,2.15928,1.97309,0
0,23,13,1,0,0,0,1.46945,1.43226,2.06882,529,169,2.15928,2.10463,0
0,27,12,1,0,0,0,1.46945,1.43226,1.92104,729,144,2.15928,2.10463,0
0,28,12,1,1,0,0,1.46945,1.48597,1.92104,784,144,2.15928,2.18356,0
0,21,12,1,0,0,0,1.46945,1.52177,2.36436,441,144,2.15928,2.23617,0
0,28,12,1,0,0,0,1.46945,1.59339,0,784,144,2.15928,2.3414,0
0,22,13,1,0,0,0,1.46945,1.61129,0,484,169,2.15928,2.36771,0
0,20,12,1,0,0,0,1.46945,1.61129,2.65991,400,144,2.15928,2.36771,0
0,24,16,1,0,0,0,1.46945,1.6471,2.73379,576,256,2.15928,2.42033,0
0,22,12,1,0,0,0,1.46945,1.6829,2.18704,484,144,2.15928,2.47294,0
0,27,12,1,0,1,0,1.46945,1.6829,3.78298,729,144,2.15928,2.47294,0
0,35,12,1,1,0,0,1.46945,1.71871,2.12793,1225,144,2.15928,2.52556,0
0,23,16,1,0,0,0,1.46945,1.96935,2.95545,529,256,2.15928,2.89387,0
0,22,16,1,0,0,0,1.46945,1.96935,0.295545,484,256,2.15928,2.89387,0
0,23,16,1,0,0,0,1.46945,2.32742,2.51214,529,256,2.15928,3.42003,0
0,20,12,1,0,0,0,1.46945,2.68548,3.10323,400,144,2.15928,3.94618,0
0,22,12,1,1,0,0,1.47905,1.46806,1.40384,484,144,2.18759,2.17134,0
0,24,12,1,0,0,0,1.48904,0.071971,2.7963,576,144,2.21725,0.107168,0
0,26,12,1,0,0,0,1.48904,1.07419,0,676,144,2.21725,1.59952,0
0,42,12,1,1,0,0,1.49884,1.11859,0,1764,144,2.24652,1.67659,0
0,28,15,1,0,0,0,1.50824,1.86194,1.39867,784,225,2.2748,2.80825,0
0,24,13,1,0,0,0,1.52823,1.43226,3.251,576,169,2.33548,2.18882,0
0,50,12,1,0,0,0,1.52823,1.43226,1.31518,2500,144,2.33548,2.18882,0
0,50,12,1,0,0,0,1.52823,1.43226,1.31518,2500,144,2.33548,2.18882,0
0,28,13,1,0,0,0,1.52823,1.43226,1.40384,784,169,2.33548,2.18882,0
0,25,12,1,0,0,0,1.52823,1.61129,2.51214,625,144,2.33548,2.46242,0
0,31,12,0,1,0,0,1.52823,1.79032,1.47773,961,144,2.33548,2.73602,0
0,32,16,1,1,0,0,1.52823,1.96935,2.80768,1024,256,2.33548,3.00962,0
0,22,12,1,0,0,0,1.52823,1.96935,2.18704,484,144,2.33548,3.00962,0
0,22,13,1,1,0,0,1.54038,1.43208,1.86607,484,169,2.37276,2.20594,0
0,26,12,1,1,0,0,1.54116,0.895161,1.10829,676,144,2.37517,1.37959,0
0,22,12,1,0,0,0,1.54782,0.895161,1.41862,484,144,2.39575,1.38555,0
0,29,12,0,0,0,0,1.54782,1.43709,1.26154,841,144,2.39575,2.22436,0
0,53,17,1,0,0,0,1.54782,1.63994,1.56639,2809,289,2.39575,2.53833,0
0,25,12,1,0,0,0,1.54782,1.77242,3.13278,625,144,2.39575,2.74339,0
0,26,12,1,1,0,0,1.54782,1.81754,1.99493,676,144,2.39575,2.81322,0
0,24,16,0,0,0,0,1.55879,1.95056,1.92104,576,256,2.42983,3.04051,0
0,27,17,0,0,0,0,1.56741,0,4.13763,729,289,2.45678,0,0
0,46,12,1,0,0,0,1.56741,0.0734032,2.06882,2116,144,2.45678,0.115053,0
0,25,12,1,1,0,0,1.56741,0.373819,1.05125,625,144,2.45678,0.585929,0
0,21,13,0,0,0,0,1.56741,0.494666,0.173337,441,169,2.45678,0.775346,0
0,37,12,1,0,0,0,1.56741,0.895161,2.80768,1369,144,2.45678,1.40309,0
0,37,12,1,0,0,0,1.56741,0.895161,2.80768,1369,144,2.45678,1.40309,0
0,28,15,1,1,0,0,1.56741,0.94529,3.10323,784,225,2.45678,1.48166,0
0,22,12,0,0,0,0,1.56741,1.07419,2.89634,484,144,2.45678,1.68371,0
0,22,12,0,0,0,0,1.56741,1.16371,2.06882,484,144,2.45678,1.82401,0
0,27,12,1,0,0,0,1.56741,1.25323,1.92104,729,144,2.45678,1.96432,0
0,21,13,1,1,0,0,1.56741,1.25323,2.51214,441,169,2.45678,1.96432,0
0,49,16,1,0,0,0,1.56741,1.28903,1.77327,2401,256,2.45678,2.02045,0
0,26,12,1,0,0,0,1.56741,1.34274,0,676,144,2.45678,2.10463,0
0,33,14,1,0,0,0,1.56741,1.34274,1.38906,1089,196,2.45678,2.10463,0
0,28,15,1,0,0,0,1.56741,1.37855,1.59594,784,225,2.45678,2.16076,0
0,29,17,1,0,0,0,1.56741,1.41435,2.58602,841,289,2.45678,2.21688,0
0,54,16,1,1,0,0,1.56741,1.43226,1.18218,2916,256,2.45678,2.24494,0
0,25,14,1,0,1,0,1.56741,1.43226,2.07029,625,196,2.45678,2.24494,0
0,32,12,1,0,0,0,1.56741,1.43226,1.32995,1024,144,2.45678,2.24494,0
0,40,12,1,0,0,0,1.56741,1.43226,1.6255,1600,144,2.45678,2.24494,0
0,40,12,1,0,0,0,1.56741,1.43226,1.6255,1600,144,2.45678,2.24494,0
0,27,16,1,0,0,0,1.56741,1.43226,2.21659,729,256,2.45678,2.24494,0
0,24,12,1,0,0,0,1.56741,1.46806,1.77327,576,144,2.45678,2.30106,0
0,43,12,1,0,0,0,1.56741,1.46806,1.38315,1849,144,2.45678,2.30106,0
0,25,16,1,0,0,0,1.56741,1.52177,1.90627,625,256,2.45678,2.38525,0
0,26,12,1,1,0,0,1.56741,1.52177,1.55161,676,144,2.45678,2.38525,0
0,34,12,1,1,0,0,1.56741,1.57548,1.77327,1156,144,2.45678,2.46943,0
0,21,13,1,0,0,0,1.56741,1.59339,2.51214,441,169,2.45678,2.4975,0
0,21,12,1,1,0,0,1.56741,1.61129,1.18218,441,144,2.45678,2.52556,0
0,23,12,1,1,0,0,1.56741,1.62024,1.92104,529,144,2.45678,2.53959,0
0,26,12,1,0,0,0,1.56741,1.6471,3.50221,676,144,2.45678,2.58168,0
0,28,14,1,0,0,0,1.56741,1.67574,1.6255,784,196,2.45678,2.62658,0
0,26,17,1,0,0,0,1.56741,1.6829,1.92104,676,289,2.45678,2.63781,0
0,20,14,0,0,0,0,1.56741,1.70081,2.65991,400,196,2.45678,2.66587,0
0,26,12,1,1,0,0,1.56741,1.79838,2.06882,676,144,2.45678,2.8188,0
0,21,12,1,1,0,0,1.56741,1.96935,1.92104,441,144,2.45678,3.08679,0
0,41,12,1,0,0,0,1.56741,1.96935,3.251,1681,144,2.45678,3.08679,0
0,28,16,1,0,0,0,1.56741,1.96935,2.88157,784,256,2.45678,3.08679,0
0,23,16,0,0,0,0,1.56741,2.14839,2.65991,529,256,2.45678,3.36741,0
0,22,12,1,0,0,0,1.56741,2.29161,3.17711,484,144,2.45678,3.5919,0
0,27,14,0,0,1,0,1.56741,2.32742,2.73379,729,196,2.45678,3.64803,0
0,26,16,1,0,0,0,1.56741,2.32742,2.95545,676,256,2.45678,3.64803,0
0,54,12,1,0,0,0,1.56741,2.50645,0,2916,144,2.45678,3.92865,0
0,54,12,1,0,0,0,1.56741,2.50645,0,2916,144,2.45678,3.92865,0
0,54,12,0,1,0,0,1.56741,2.50645,2.06882,2916,144,2.45678,3.92865,0
0,37,16,0,0,0,0,1.56741,2.68548,2.9259,1369,256,2.45678,4.20926,0
0,32,13,1,0,0,0,1.56741,3.04355,2.20181,1024,169,2.45678,4.7705,0
0,29,12,1,0,0,0,1.56781,1.74879,1.01963,841,144,2.45801,2.74176,0
0,22,13,1,0,0,0,1.58701,1.58265,3.54654,484,169,2.51859,2.51167,0
0,23,12,1,1,0,0,1.58701,3.04355,2.77813,529,144,2.51859,4.83013,0
0,36,12,1,0,0,0,1.5874,1.27274,1.74446,1296,144,2.51983,2.02035,0
0,21,13,1,0,0,0,1.59602,2.14839,1.47773,441,169,2.54728,3.42887,0
0,21,12,1,0,0,0,1.59876,1.62919,1.44817,441,144,2.55604,2.60469,0
0,26,12,1,1,0,0,1.59876,1.79032,1.9506,676,144,2.55604,2.8623,0
0,28,12,1,1,0,0,1.59876,1.96935,1.32995,784,144,2.55604,3.14853,0
0,43,12,1,0,0,0,1.59896,1.43226,1.47773,1849,144,2.55667,2.29012,0
0,27,12,1,1,0,0,1.60111,1.61129,2.04606,729,144,2.56356,2.57986,0
0,36,17,0,0,0,0,1.6015,3.07935,2.95841,1296,289,2.56482,4.9316,0
0,23,12,1,0,0,0,1.6066,0.483387,2.55647,529,144,2.58116,0.776609,0
0,31,12,1,0,0,0,1.6066,1.50387,1.77327,961,144,2.58116,2.41612,0
0,25,14,1,0,0,0,1.6066,1.52177,1.84716,625,196,2.58116,2.44488,0
0,35,12,1,1,0,0,1.6066,1.6086,1.92104,1225,144,2.58116,2.58438,0
0,23,16,1,0,0,0,1.6066,1.6829,2.06882,529,256,2.58116,2.70375,0
0,21,12,1,0,0,0,1.6066,2.05887,2.88157,441,144,2.58116,3.30778,0
0,22,12,0,0,0,0,1.62306,0.984677,0.295545,484,144,2.63431,1.59819,0
0,36,12,1,1,0,0,1.62619,2.13048,2.21659,1296,144,2.6445,3.46457,0
0,21,12,1,0,0,0,1.6307,1.85298,1.19696,441,144,2.65918,3.02166,0
0,28,12,1,0,0,0,1.63932,1.32985,0,784,144,2.68737,2.18005,0
0,24,12,1,0,1,0,1.64578,0.895161,2.18704,576,144,2.70861,1.47324,0
0,30,12,0,0,0,0,1.64578,1.46806,1.51467,900,144,2.70861,2.41612,0
0,44,12,1,0,0,0,1.64578,1.61129,1.72894,1936,144,2.70861,2.65184,0
0,30,12,1,0,0,0,1.64578,1.665,1.99493,900,144,2.70861,2.74023,0
0,34,12,1,0,0,0,1.64578,1.6829,2.06882,1156,144,2.70861,2.7697,0
0,26,16,1,0,0,0,1.64578,2.14839,4.06375,676,256,2.70861,3.53578,0
0,23,16,1,0,0,0,1.64578,2.14839,1.84716,529,256,2.70861,3.53578,0
0,20,12,0,0,0,0,1.6497,1.9604,1.96538,400,144,2.72152,3.23408,0
0,26,13,0,0,0,0,1.66538,0.358065,0.886636,676,169,2.77348,0.596312,0
0,21,12,1,1,0,0,1.66538,0.984677,0.738863,441,144,2.77348,1.63986,0
0,25,12,1,0,0,0,1.66538,1.21814,1.77327,625,144,2.77348,2.02865,0
0,23,15,1,0,0,0,1.66538,1.34274,1.69939,529,225,2.77348,2.23617,0
0,25,12,0,1,0,0,1.66538,1.48597,2.29048,625,144,2.77348,2.4747,0
0,28,16,1,0,0,0,1.66538,1.53968,1.74372,784,256,2.77348,2.56414,0
0,38,14,1,0,0,0,1.66538,1.61129,1.9506,1444,196,2.77348,2.68341,0
0,29,17,1,0,0,0,1.66538,1.61129,1.77327,841,289,2.77348,2.68341,0
0,24,17,1,0,0,0,1.66538,1.665,2.06882,576,289,2.77348,2.77285,0
0,25,16,1,1,0,0,1.66538,1.70081,2.18704,625,256,2.77348,2.83248,0
0,55,12,1,0,0,0,1.66538,1.75452,1.6255,3025,144,2.77348,2.92193,0
0,30,14,1,0,0,0,1.66538,1.75452,0,900,196,2.77348,2.92193,0
0,21,12,0,0,0,0,1.66538,1.79032,1.92104,441,144,2.77348,2.98156,0
0,26,12,1,0,0,0,1.66538,1.79032,1.77327,676,144,2.77348,2.98156,0
0,34,12,1,0,0,0,1.66538,1.95324,1.6255,1156,144,2.77348,3.25288,0
0,22,12,1,0,0,0,1.66538,1.96935,2.6008,484,144,2.77348,3.27972,0
0,22,16,0,0,0,0,1.66538,2.27371,3.7682,484,256,2.77348,3.78658,0
0,27,15,0,0,0,0,1.66538,2.32742,2.36436,729,225,2.77348,3.87603,0
0,26,12,0,0,0,0,1.66538,2.32742,0.295545,676,144,2.77348,3.87603,0
0,26,16,1,0,0,0,1.66538,2.47065,2.95545,676,256,2.77348,4.11456,0
0,24,14,1,1,0,0,1.66538,2.84661,4.06375,576,196,2.77348,4.74068,0
0,26,14,0,1,0,0,1.66675,2.14839,2.88157,676,196,2.77805,3.58082,0
0,23,12,1,1,0,0,1.67086,1.04913,0.756596,529,144,2.79178,1.75295,0
0,28,14,0,0,0,0,1.68497,1.21742,0.192104,784,196,2.83912,2.05131,0
